player_slug,name,height,weight,active,years_of_experience
nba-kevin-jones,Kevin Jones,80,260,True,0
nba-perry-jones,Perry Jones,83,235,False,2
nba-solomon-jones,Solomon Jones,82,235,False,7
nba-terrence-jones,Terrence Jones,81,252,True,3
nba-tyus-jones,Tyus Jones,74,195,True,0
nba-deandre-jordan,DeAndre Jordan,83,265,True,7
nba-jerome-jordan,Jerome Jordan,84,253,False,1
nba-cory-joseph,Cory Joseph,75,190,True,4
nba-kris-joseph,Kris Joseph,79,210,False,1
nba-chris-kaman,Chris Kaman,84,265,True,12
nba-frank-kaminsky,Frank Kaminsky,84,240,True,0
nba-enes-kanter,Enes Kanter,83,245,True,4
nba-sergey-karasev,Sergey Karasev,79,208,True,2
nba-sasha-kaun,Sasha Kaun,83,260,True,0
nba-ryan-kelly,Ryan Kelly,83,230,True,2
nba-jason-kidd,Jason Kidd,76,210,True,18
nba-michael-kidd-gilchrist,Michael Kidd-Gilchrist,79,232,True,3
nba-sean-kilpatrick,Sean Kilpatrick,76,210,False,1
nba-andrei-kirilenko,Andrei Kirilenko,81,235,True,11
nba-linas-kleiza,Linas Kleiza,80,234,True,6
nba-brandon-knight,Brandon Knight,75,189,True,4
nba-kyle-korver,Kyle Korver,79,212,True,12
nba-kosta-koufos,Kosta Koufos,84,265,True,7
nba-ognjen-kuzmic,Ognjen Kuzmic,84,260,True,2
nba-doron-lamb,Doron Lamb,76,210,False,1
nba-jeremy-lamb,Jeremy Lamb,77,185,True,3
nba-carl-landry,Carl Landry,81,248,True,8
nba-shane-larkin,Shane Larkin,71,175,True,2
nba-joffrey-lauvergne,Joffrey Lauvergne,83,220,True,1
nba-zach-lavine,Zach LaVine,77,189,True,1
nba-ty-lawson,Ty Lawson,71,195,True,6
nba-ricky-ledo,Ricky Ledo,79,195,False,1
nba-courtney-lee,Courtney Lee,77,200,False,7
nba-david-lee,David Lee,81,245,True,10
nba-malcolm-lee,Malcolm Lee,77,200,False,2
nba-alex-len,Alex Len,85,260,True,2
nba-kawhi-leonard,Kawhi Leonard,79,230,True,4
nba-meyers-leonard,Meyers Leonard,85,245,False,3
nba-jon-leuer,Jon Leuer,82,228,True,4
nba-rashard-lewis,Rashard Lewis,82,230,True,15
nba-deandre-liggins,DeAndre Liggins,78,209,False,2
nba-damian-lillard,Damian Lillard,75,195,True,3
nba-jeremy-lin,Jeremy Lin,75,200,True,5
nba-shaun-livingston,Shaun Livingston,79,192,True,10
nba-kevon-looney,Kevon Looney,81,220,False,0
nba-brook-lopez,Brook Lopez,84,275,True,7
nba-robin-lopez,Robin Lopez,84,255,True,7
nba-kevin-love,Kevin Love,82,251,True,7
nba-kyle-lowry,Kyle Lowry,72,205,True,9
nba-kalin-lucas,Kalin Lucas,73,195,False,0
nba-john-lucas-iii,John Lucas III,71,165,False,5
nba-trey-lyles,Trey Lyles,82,234,True,0
nba-scott-machado,Scott Machado,73,205,False,1
nba-shelvin-mack,Shelvin Mack,75,203,True,4
nba-corey-maggette,Corey Maggette,78,225,False,13
nba-ian-mahinmi,Ian Mahinmi,83,250,True,7
nba-devyn-marble,Devyn Marble,78,200,True,1
nba-shawn-marion,Shawn Marion,79,228,True,13
nba-boban-marjanovic,Boban Marjanovic,87,290,True,0
nba-kendall-marshall,Kendall Marshall,76,200,True,3
nba-cartier-martin,Cartier Martin,79,220,False,7
nba-jarell-martin,Jarell Martin,82,239,True,0
nba-kenyon-martin,Kenyon Martin,81,225,False,13
nba-kevin-martin,Kevin Martin,79,199,True,11
nba-roger-mason-jr,Roger Mason Jr.,77,205,False,9
nba-wesley-matthews,Wesley Matthews,77,220,True,6
nba-jason-maxiell,Jason Maxiell,79,260,True,8
nba-eric-maynor,Eric Maynor,75,175,False,4
nba-o-j-mayo,O.J. Mayo,77,210,True,7
nba-luc-mbah-a-moute,Luc Mbah a Moute,80,230,True,7
nba-james-michael-mcadoo,James Michael McAdoo,81,240,True,1
nba-ray-mccallum,Ray McCallum,75,190,False,2
nba-chris-mccullough,Chris McCullough,83,200,True,0
nba-doug-mcdermott,Doug McDermott,80,225,True,1
nba-mitch-mcgary,Mitch McGary,82,255,True,1
nba-javale-mcgee,JaVale McGee,84,270,True,7
nba-tracy-mcgrady,Tracy McGrady,80,225,True,15
nba-dominic-mcguire,Dominic McGuire,81,235,False,6
nba-ben-mclemore,Ben McLemore,77,195,True,2
nba-jerel-mcneal,Jerel McNeal,75,200,False,0
nba-jordan-mcrae,Jordan McRae,77,179,True,0
nba-josh-mcroberts,Josh McRoberts,82,240,True,8
nba-jodie-meeks,Jodie Meeks,76,210,True,6
nba-salah-mejri,Salah Mejri,86,245,True,0
nba-gal-mekel,Gal Mekel,75,191,False,1
nba-fab-melo,Fab Melo,84,255,True,0
nba-jordan-mickey,Jordan Mickey,80,235,True,0
nba-khris-middleton,Khris Middleton,80,234,True,3
nba-darko-milicic,Darko Milicic,84,275,False,9
nba-andre-miller,Andre Miller,75,200,True,16
nba-darius-miller,Darius Miller,80,235,True,1
nba-mike-miller,Mike Miller,80,218,True,15
nba-quincy-miller,Quincy Miller,81,210,False,1
nba-patrick-mills,Patty Mills,72,185,True,6
nba-elijah-millsap,Elijah Millsap,78,215,False,0
nba-paul-millsap,Paul Millsap,80,246,True,9
nba-nikola-mirotic,Nikola Mirotic,82,220,True,1
nba-tony-mitchell,Tony Mitchell,81,235,False,1
tony-mitchell,Tony Mitchell,78,210,False,0
nba-nazr-mohammed,Nazr Mohammed,82,250,True,16
nba-greg-monroe,Greg Monroe,83,265,True,5
nba-luis-montero,Luis Montero,79,185,True,0
nba-e-twaun-moore,E'Twaun Moore,76,191,True,4
nba-eric-moreland,Eric Moreland,82,238,True,1
nba-darius-morris,Darius Morris,76,195,False,2
nba-marcus-morris,Marcus Morris,81,235,True,4
nba-markieff-morris,Markieff Morris,82,245,True,4
nba-anthony-morrow,Anthony Morrow,77,210,True,7
nba-donatas-motiejunas,Donatas Motiejunas,84,222,False,3
nba-arnett-moultrie,Arnett Moultrie,82,245,True,1
nba-timofey-mozgov,Timofey Mozgov,85,275,True,5
nba-emmanuel-mudiay,Emmanuel Mudiay,77,200,True,0
nba-shabazz-muhammad,Shabazz Muhammad,78,223,True,2
nba-byron-mullens,Byron Mullens,84,275,True,4
nba-xavier-munford,Xavier Munford,75,180,True,0
nba-erik-murphy,Erik Murphy,82,230,True,0
nba-kevin-murphy,Kevin Murphy,78,185,False,0
nba-troy-murphy,Troy Murphy,83,245,False,0
nba-mike-muscala,Mike Muscala,83,240,True,2
nba-larry-nance-jr,Larry Nance Jr.,81,230,True,0
nba-shabazz-napier,Shabazz Napier,73,175,True,1
nba-steve-nash,Steve Nash,75,180,False,18
nba-hamady-n-diaye,Hamady Ndiaye,84,235,False,2
nba-gary-neal,Gary Neal,76,210,False,5
nba-nemanja-nedovic,Nemanja Nedovic,75,197,False,1
nba-jameer-nelson,Jameer Nelson,72,190,True,11
nba-raul-neto,Raul Neto,73,179,True,0
nba-andrew-nicholson,Andrew Nicholson,81,250,True,3
nba-joakim-noah,Joakim Noah,83,232,True,8
nba-nerlens-noel,Nerlens Noel,83,228,True,1
nba-lucas-nogueira,Lucas Nogueira,84,220,True,1
nba-steve-novak,Steve Novak,82,225,False,9
nba-dirk-nowitzki,Dirk Nowitzki,84,245,True,17
nba-james-nunnally,James Nunnally,79,205,False,0
nba-jusuf-nurkic,Jusuf Nurkic,84,280,True,1
nba-j-j-o-brien,J.J. O'Brien,79,220,False,0
nba-greg-oden,Greg Oden,84,285,False,0
nba-lamar-odom,Lamar Odom,82,230,True,13
nba-tim-ohlbrecht,Tim Ohlbrecht,83,255,False,1
nba-emeka-okafor,Emeka Okafor,82,255,True,9
nba-jahlil-okafor,Jahlil Okafor,83,275,True,0
nba-victor-oladipo,Victor Oladipo,76,210,True,2
nba-kelly-olynyk,Kelly Olynyk,84,238,True,2
nba-jermaine-o-neal,Jermaine O'Neal,83,255,True,17
nba-arinze-onuaku,Arinze Onuaku,81,275,False,1
nba-kyle-o-quinn,Kyle O'Quinn,82,250,True,3
nba-daniel-orton,Daniel Orton,82,275,False,2
nba-kelly-oubre,Kelly Oubre,79,205,True,0
nba-travis-outlaw,Travis Outlaw,81,207,True,10
nba-zaza-pachulia,Zaza Pachulia,83,275,True,12
nba-kostas-papanikolaou,Kostas Papanikolaou,80,225,False,0
nba-jannero-pargo,Jannero Pargo,73,185,True,9
nba-jeremy-pargo,Jeremy Pargo,74,219,False,1
nba-jabari-parker,Jabari Parker,80,250,True,1
nba-tony-parker,Tony Parker,74,185,True,14
nba-chandler-parsons,Chandler Parsons,82,230,True,4
nba-lamar-patterson,Lamar Patterson,77,225,True,0
nba-patrick-patterson,Patrick Patterson,81,235,True,5
nba-chris-paul,Chris Paul,72,175,True,10
nba-adreian-payne,Adreian Payne,82,237,True,1
nba-cameron-payne,Cameron Payne,75,185,True,0
nba-elfrid-payton,Elfrid Payton,76,185,True,1
nba-nikola-pekovic,Nikola Pekovic,83,307,True,5
nba-kendrick-perkins,Kendrick Perkins,82,270,True,12
nba-johan-petro,Johan Petro,84,247,True,7
nba-paul-pierce,Paul Pierce,79,235,True,17
nba-mickael-pietrus,Mickael Pietrus,78,215,True,9
nba-dexter-pittman,Dexter Pittman,83,285,False,3
nba-tibor-pleiss,Tibor Pleiss,87,256,True,0
nba-mason-plumlee,Mason Plumlee,83,235,True,2
nba-miles-plumlee,Miles Plumlee,83,249,True,3
nba-quincy-pondexter,Quincy Pondexter,79,220,True,5
nba-otto-porter,Otto Porter,80,198,True,2
nba-bobby-portis,Bobby Portis,83,230,True,0
nba-kristaps-porzingis,Kristaps Porzingis,87,240,True,0
nba-dwight-powell,Dwight Powell,83,240,True,1
nba-josh-powell,Josh Powell,81,240,False,6
nba-norman-powell,Norman Powell,76,215,True,0
nba-phil-pressey,Phil Pressey,71,175,False,1
nba-a-j-price,A.J. Price,74,185,False,4
nba-ronnie-price,Ronnie Price,74,190,True,10
nba-pablo-prigioni,Pablo Prigioni,75,185,True,3
nba-tayshaun-prince,Tayshaun Prince,81,212,True,13
nba-joel-przybilla,Joel Przybilla,85,245,True,12
nba-chris-quinn,Chris Quinn,74,175,True,5
nba-vladimir-radmanovic,Vladimir Radmanovic,82,235,True,11
nba-miroslav-raduljica,Miroslav Raduljica,84,250,False,0
nba-julius-randle,Julius Randle,81,250,True,1
nba-anthony-randolph,Anthony Randolph,83,225,True,5
nba-shavlik-randolph,Shavlik Randolph,82,236,False,7
nba-zach-randolph,Zach Randolph,81,260,True,14
nba-willie-reed,Willie Reed,82,220,True,0
nba-glen-rice-jr,Glen Rice Jr.,78,206,False,1
nba-jason-richardson,Jason Richardson,78,225,True,12
nba-josh-richardson,Josh Richardson,78,200,True,0
nba-quentin-richardson,Quentin Richardson,78,228,False,12
nba-luke-ridnour,Luke Ridnour,74,175,False,10
nba-austin-rivers,Austin Rivers,76,200,True,3
nba-andre-roberson,Andre Roberson,79,210,True,2
nba-brian-roberts,Brian Roberts,73,173,False,3
nba-nate-robinson,Nate Robinson,69,180,False,9
nba-thomas-robinson,Thomas Robinson,82,237,True,3
nba-rajon-rondo,Rajon Rondo,73,186,True,9
nba-derrick-rose,Derrick Rose,75,190,True,6
nba-terrence-ross,Terrence Ross,79,195,True,3
nba-brandon-roy,Brandon Roy,78,211,False,5
nba-terry-rozier,Terry Rozier,74,190,True,0
nba-ricky-rubio,Ricky Rubio,76,194,True,4
nba-damjan-rudez,Damjan Rudez,82,228,True,1
nba-brandon-rush,Brandon Rush,78,220,True,7
nba-d-angelo-russell,D'Angelo Russell,77,195,True,0
nba-robert-sacre,Robert Sacre,84,270,True,3
nba-john-salmons,John Salmons,78,207,False,11
nba-samardo-samuels,Samardo Samuels,81,260,False,2
nba-larry-sanders,Larry Sanders,83,235,False,4
nba-dennis-schroder,Dennis Schroder,73,172,True,2
nba-luis-scola,Luis Scola,81,240,True,8
nba-mike-scott,Mike Scott,80,237,True,3
nba-thabo-sefolosha,Thabo Sefolosha,79,220,True,9
nba-josh-selby,Josh Selby,74,183,False,1
nba-kevin-seraphin,Kevin Seraphin,82,278,True,5
nba-ramon-sessions,Ramon Sessions,75,190,True,8
nba-mustafa-shakur,Mustafa Shakur,75,190,False,0
nba-tornike-shengelia,Tornike Shengelia,81,240,False,1
nba-iman-shumpert,Iman Shumpert,77,220,True,4
nba-alexey-shved,Alexey Shved,78,182,True,1
nba-jonathon-simmons,Jonathon Simmons,78,195,True,0
nba-henry-sims,Henry Sims,82,248,True,2
nba-kyle-singler,Kyle Singler,80,228,False,3
nba-chris-singleton,Chris Singleton,81,228,True,2
nba-peyton-siva,Peyton Siva,72,185,True,0
nba-donald-sloan,Donald Sloan,75,205,True,4
nba-marcus-smart,Marcus Smart,76,220,True,1
nba-chris-smith,Chris Smith,74,200,False,0
nba-greg-smith,Greg Smith,82,250,True,3
nba-ish-smith,Ish Smith,72,175,False,5
nba-jason-smith,Jason Smith,84,240,True,7
nba-josh-smith,Josh Smith,81,225,False,11
nba-j-r-smith,J.R. Smith,78,225,True,11
nba-nolan-smith,Nolan Smith,74,185,True,1
nba-russ-smith,Russ Smith,72,165,False,0
nba-tony-snell,Tony Snell,79,200,True,2
nba-james-southerland,James Southerland,80,215,True,0
nba-marreese-speights,Marreese Speights,82,255,True,7
nba-tiago-splitter,Tiago Splitter,83,245,True,5
nba-jerry-stackhouse,Jerry Stackhouse,78,218,True,17
nba-nik-stauskas,Nik Stauskas,78,205,True,1
nba-lance-stephenson,Lance Stephenson,77,230,False,5
nba-alex-stepheson,Alex Stepheson,82,250,False,0
nba-greg-stiemsma,Greg Stiemsma,83,260,False,3
nba-david-stockton,David Stockton,71,165,False,0
nba-jarnell-stokes,Jarnell Stokes,81,255,False,1
nba-julyan-stone,Julyan Stone,78,200,False,2
nba-amar-e-stoudemire,Amar'e Stoudemire,82,245,True,13
nba-rodney-stuckey,Rodney Stuckey,77,205,True,8
nba-jared-sullinger,Jared Sullinger,81,260,True,3
nba-dajuan-summers,DaJuan Summers,80,240,False,3
nba-walter-tavares,Walter Tavares,87,260,True,0
nba-tyshawn-taylor,Tyshawn Taylor,75,185,False,1
nba-jeff-teague,Jeff Teague,74,186,True,6
nba-marquis-teague,Marquis Teague,74,190,True,1
nba-mirza-teletovic,Mirza Teletovic,81,242,True,3
nba-sebastian-telfair,Sebastian Telfair,72,170,True,8
nba-garrett-temple,Garrett Temple,78,195,True,5
nba-jason-terry,Jason Terry,74,185,True,16
nba-hasheem-thabeet,Hasheem Thabeet,87,263,True,4
nba-adonis-thomas,Adonis Thomas,79,240,False,1
nba-isaiah-thomas,Isaiah Thomas,69,185,True,4
nba-kurt-thomas,Kurt Thomas,81,240,False,17
nba-lance-thomas,Lance Thomas,80,235,True,4
nba-malcolm-thomas,Malcolm Thomas,81,225,False,2
nba-tyrus-thomas,Tyrus Thomas,82,225,False,6
nba-hollis-thompson,Hollis Thompson,80,206,True,2
nba-jason-thompson,Jason Thompson,83,250,True,7
nba-klay-thompson,Klay Thompson,79,215,True,4
nba-tristan-thompson,Tristan Thompson,81,238,True,4
nba-marcus-thornton,Marcus Thornton,76,205,True,6
nba-jamaal-tinsley,Jamaal Tinsley,75,197,False,10
nba-anthony-tolliver,Anthony Tolliver,80,240,True,7
nba-axel-toupane,Axel Toupane,79,210,False,0
nba-karl-anthony-towns,Karl-Anthony Towns,84,244,True,0
nba-ronny-turiaf,Ronny Turiaf,82,249,False,9
nba-hedo-turkoglu,Hedo Turkoglu,82,220,True,14
nba-evan-turner,Evan Turner,79,220,True,5
nba-myles-turner,Myles Turner,83,243,True,0
nba-jeremy-tyler,Jeremy Tyler,82,250,False,1
nba-ekpe-udoh,Ekpe Udoh,82,245,True,4
nba-beno-udrih,Beno Udrih,75,205,False,11
nba-jonas-valanciunas,Jonas Valanciunas,84,255,True,3
nba-anderson-varejao,Anderson Varejao,83,273,False,11
nba-jarvis-varnado,Jarvis Varnado,81,230,True,1
nba-greivis-vasquez,Greivis Vasquez,78,217,True,5
nba-rashad-vaughn,Rashad Vaughn,78,202,True,0
nba-jan-vesely,Jan Vesely,84,242,False,2
nba-charlie-villanueva,Charlie Villanueva,83,232,True,10
nba-noah-vonleh,Noah Vonleh,81,240,True,1
nba-nikola-vucevic,Nikola Vucevic,84,260,True,4
nba-sasha-vujacic,Sasha Vujacic,79,195,True,8
nba-dwyane-wade,Dwyane Wade,76,220,True,12
nba-dion-waiters,Dion Waiters,76,220,True,3
nba-bill-walker,Henry Walker,78,235,True,0
nba-kemba-walker,Kemba Walker,73,184,True,4
nba-john-wall,John Wall,76,195,True,5
nba-gerald-wallace,Gerald Wallace,79,220,True,12
nba-rasheed-wallace,Rasheed Wallace,83,230,True,15
nba-luke-walton,Luke Walton,80,235,True,9
nba-casper-ware,Casper Ware,70,175,True,0
nba-hakim-warrick,Hakim Warrick,81,219,False,7
nba-earl-watson,Earl Watson,73,199,True,11
nba-maalik-wayns,Maalik Wayns,73,195,False,0
nba-briante-weber,Briante Weber,74,165,True,3
nba-martell-webster,Martell Webster,79,230,False,9
nba-sonny-weems,Sonny Weems,78,205,False,3
nba-david-west,David West,81,250,True,12
nba-russell-westbrook,Russell Westbrook,75,200,True,7
nba-james-white,James White,79,215,True,2
nba-royce-white,Royce White,80,260,False,1
nba-hassan-whiteside,Hassan Whiteside,84,265,True,3
nba-shayne-whittington,Shayne Whittington,83,250,True,1
nba-andrew-wiggins,Andrew Wiggins,80,199,True,1
nba-chris-wilcox,Chris Wilcox,82,235,True,10
nba-damien-wilkins,Damien Wilkins,78,225,False,9
nba-alan-williams,Alan Williams,80,265,True,0
nba-deron-williams,Deron Williams,75,200,True,10
nba-derrick-williams,Derrick Williams,80,240,True,4
nba-elliot-williams,Elliot Williams,77,183,False,3
nba-marvin-williams,Marvin Williams,81,237,True,10
nba-mo-williams,Mo Williams,73,198,True,12
nba-reggie-williams,Reggie Williams,78,205,False,4
nba-shawne-williams,Shawne Williams,82,230,False,7
nba-terrence-williams,Terrence Williams,78,220,True,3
nba-justise-winslow,Justise Winslow,79,225,True,0
nba-jeff-withey,Jeff Withey,84,231,True,2
nba-nate-wolters,Nate Wolters,76,190,False,1
nba-christian-wood,Christian Wood,83,220,True,0
nba-metta-world-peace,Metta World Peace,79,260,True,15
nba-brandan-wright,Brandan Wright,82,210,True,7
nba-chris-wright,Chris Wright,81,226,False,2
chris-wright,Chris Wright,73,210,False,0
nba-delon-wright,Delon Wright,77,190,True,0
nba-dorell-wright,Dorell Wright,81,205,True,10
nba-tony-wroten,Tony Wroten,78,205,False,2
nba-james-young,James Young,78,215,True,1
nba-nick-young,Nick Young,79,210,True,8
nba-sam-young,Sam Young,78,225,False,3
nba-thaddeus-young,Thaddeus Young,80,221,True,8
nba-cody-zeller,Cody Zeller,84,240,True,2
nba-luke-zeller,Luke Zeller,83,245,False,0
nba-tyler-zeller,Tyler Zeller,84,253,True,3
